day;month;year;week;cases;deaths;countriesAndTerritories;geoId;popData2019;Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
13;5;2020;Week 20;3;0;Malta;MT;493559;9,72528107
12;5;2020;Week 20;7;0;Malta;MT;493559;10,73833118
11;5;2020;Week 20;6;0;Malta;MT;493559;9,32006103
10;5;2020;Week 20;1;0;Malta;MT;493559;8,50962094
9;5;2020;Week 19;3;0;Malta;MT;493559;8,50962094
8;5;2020;Week 19;2;0;Malta;MT;493559;8,30701091
7;5;2020;Week 19;3;0;Malta;MT;493559;7,90179087
6;5;2020;Week 19;1;1;Malta;MT;493559;7,49657083
5;5;2020;Week 19;3;0;Malta;MT;493559;9,72528107
4;5;2020;Week 19;9;0;Malta;MT;493559;9,92789109
3;5;2020;Week 19;1;0;Malta;MT;493559;8,30701091
2;5;2020;Week 18;2;0;Malta;MT;493559;8,91484098
1;5;2020;Week 18;2;0;Malta;MT;493559;10,53572116
30;4;2020;Week 18;5;0;Malta;MT;493559;12,76443141
29;4;2020;Week 18;8;0;Malta;MT;493559;12,96704143
28;4;2020;Week 18;0;0;Malta;MT;493559;13,16965145
27;4;2020;Week 18;2;1;Malta;MT;493559;14,38531158
26;4;2020;Week 18;1;0;Malta;MT;493559;15,60097172
25;4;2020;Week 17;2;0;Malta;MT;493559;19,45056214
24;4;2020;Week 17;0;0;Malta;MT;493559;21,67927239
23;4;2020;Week 17;1;0;Malta;MT;493559;29,37845323
22;4;2020;Week 17;12;0;Malta;MT;493559;30,39150335
21;4;2020;Week 17;4;0;Malta;MT;493559;38,49590424
20;4;2020;Week 17;1;0;Malta;MT;493559;40,52200446
19;4;2020;Week 17;4;0;Malta;MT;493559;43,15593475
18;4;2020;Week 16;10;0;Malta;MT;493559;44,57420491
17;4;2020;Week 16;13;0;Malta;MT;493559;43,96637484
16;4;2020;Week 16;6;0;Malta;MT;493559;42,75071471
15;4;2020;Week 16;9;0;Malta;MT;493559;45,384645
14;4;2020;Week 16;6;0;Malta;MT;493559;46,19508509
13;4;2020;Week 16;8;1;Malta;MT;493559;45,99247506
12;4;2020;Week 16;20;0;Malta;MT;493559;44,77681493
11;4;2020;Week 15;13;1;Malta;MT;493559;42,75071471
10;4;2020;Week 15;38;1;Malta;MT;493559;41,12983453
9;4;2020;Week 15;6;0;Malta;MT;493559;34,44370379
8;4;2020;Week 15;52;0;Malta;MT;493559;36,26719399
7;4;2020;Week 15;14;0;Malta;MT;493559;27,14974299
6;4;2020;Week 15;14;0;Malta;MT;493559;27,75757306
5;4;2020;Week 15;11;0;Malta;MT;493559;28,36540312
4;4;2020;Week 14;7;0;Malta;MT;493559;27,96018308
3;4;2020;Week 14;7;0;Malta;MT;493559;28,97323319
2;4;2020;Week 14;19;0;Malta;MT;493559;28,36540312
1;4;2020;Week 14;13;0;Malta;MT;493559;26,54191292
31;3;2020;Week 14;5;0;Malta;MT;493559;25,52886281
30;3;2020;Week 14;2;0;Malta;MT;493559;26,74452294
29;3;2020;Week 14;10;0;Malta;MT;493559;26,54191292
28;3;2020;Week 13;5;0;Malta;MT;493559;26,54191292
27;3;2020;Week 13;5;0;Malta;MT;493559;25,73147283
26;3;2020;Week 13;15;0;Malta;MT;493559;24,92103274
25;3;2020;Week 13;7;0;Malta;MT;493559;22,08449243
24;3;2020;Week 13;17;0;Malta;MT;493559;21,07144232
23;3;2020;Week 13;17;0;Malta;MT;493559;17,62707194
22;3;2020;Week 13;9;0;Malta;MT;493559;14,58792161
21;3;2020;Week 12;12;0;Malta;MT;493559;12,76443141
20;3;2020;Week 12;4;0;Malta;MT;493559;10,53572116
19;3;2020;Week 12;10;0;Malta;MT;493559;0
18;3;2020;Week 12;8;0;Malta;MT;493559;0
17;3;2020;Week 12;11;0;Malta;MT;493559;0
16;3;2020;Week 12;1;0;Malta;MT;493559;0
15;3;2020;Week 12;10;0;Malta;MT;493559;0
14;3;2020;Week 11;1;0;Malta;MT;493559;0
13;3;2020;Week 11;1;0;Malta;MT;493559;0
12;3;2020;Week 11;1;0;Malta;MT;493559;0
11;3;2020;Week 11;2;0;Malta;MT;493559;0
10;3;2020;Week 11;0;0;Malta;MT;493559;0
9;3;2020;Week 11;2;0;Malta;MT;493559;0
8;3;2020;Week 11;0;0;Malta;MT;493559;0
7;3;2020;Week 10;1;0;Malta;MT;493559;0
21;10;2020;Week 43;8149;45;Netherlands;NL;17282163;574,3783345
20;10;2020;Week 43;7720;8;Netherlands;NL;17282163;553,3624466
19;10;2020;Week 43;8439;23;Netherlands;NL;17282163;535,1471341
18;10;2020;Week 43;8105;29;Netherlands;NL;17282163;509,4616918
17;10;2020;Week 42;7978;16;Netherlands;NL;17282163;485,4947844
16;10;2020;Week 42;7779;29;Netherlands;NL;17282163;461,435296
15;10;2020;Week 42;7271;32;Netherlands;NL;17282163;435,2464446
14;10;2020;Week 42;7368;35;Netherlands;NL;17282163;412,2284925
13;10;2020;Week 42;6844;12;Netherlands;NL;17282163;386,9596647
12;10;2020;Week 42;6368;17;Netherlands;NL;17282163;364,1905241
11;10;2020;Week 42;6493;23;Netherlands;NL;17282163;344,6385733
10;10;2020;Week 41;5959;13;Netherlands;NL;17282163;322,7547385
9;10;2020;Week 41;5813;13;Netherlands;NL;17282163;304,3369051
8;10;2020;Week 41;4979;36;Netherlands;NL;17282163;285,4040898
7;10;2020;Week 41;4517;21;Netherlands;NL;17282163;270,1976599
6;10;2020;Week 41;4572;7;Netherlands;NL;17282163;257,0395847
5;10;2020;Week 41;4000;5;Netherlands;NL;17282163;243,4012456
4;10;2020;Week 41;3963;21;Netherlands;NL;17282163;230,920169
3;10;2020;Week 40;3820;9;Netherlands;NL;17282163;218,8788521
2;10;2020;Week 40;3253;13;Netherlands;NL;17282163;208,1857462
1;10;2020;Week 40;3293;13;Netherlands;NL;17282163;199,4889181
30;9;2020;Week 40;3001;13;Netherlands;NL;17282163;189,3455119
29;9;2020;Week 40;2909;6;Netherlands;NL;17282163;179,9427537
28;9;2020;Week 40;2989;8;Netherlands;NL;17282163;170,6210039
27;9;2020;Week 40;2711;38;Netherlands;NL;17282163;159,6096507
26;9;2020;Week 39;2776;16;Netherlands;NL;17282163;151,0459079
25;9;2020;Week 39;2541;16;Netherlands;NL;17282163;142,3201482
24;9;2020;Week 39;2351;5;Netherlands;NL;17282163;132,3792629
23;9;2020;Week 39;2243;10;Netherlands;NL;17282163;125,3720382
22;9;2020;Week 39;2215;2;Netherlands;NL;17282163;117,9655579
21;9;2020;Week 39;1843;4;Netherlands;NL;17282163;109,7605664
20;9;2020;Week 39;1882;2;Netherlands;NL;17282163;104,4487313
19;9;2020;Week 38;1972;7;Netherlands;NL;17282163;97,34313928
18;9;2020;Week 38;1750;6;Netherlands;NL;17282163;90,23754723
17;9;2020;Week 38;1540;2;Netherlands;NL;17282163;82,5475376
16;9;2020;Week 38;1376;2;Netherlands;NL;17282163;78,92530582
15;9;2020;Week 38;1298;2;Netherlands;NL;17282163;73,63082966
14;9;2020;Week 38;1086;1;Netherlands;NL;17282163;69,15800991
13;9;2020;Week 38;1231;1;Netherlands;NL;17282163;65,81352114
12;9;2020;Week 37;1268;3;Netherlands;NL;17282163;61,58372653
11;9;2020;Week 37;823;3;Netherlands;NL;17282163;57,18034253
10;9;2020;Week 37;1140;2;Netherlands;NL;17282163;55,36922664
9;9;2020;Week 37;963;1;Netherlands;NL;17282163;52,07102838
8;9;2020;Week 37;797;0;Netherlands;NL;17282163;48,89434268
7;9;2020;Week 37;925;2;Netherlands;NL;17282163;47,59242231
6;9;2020;Week 37;654;4;Netherlands;NL;17282163;44,87864164
5;9;2020;Week 36;744;2;Netherlands;NL;17282163;44,03383998
4;9;2020;Week 36;421;0;Netherlands;NL;17282163;42,8187143
3;9;2020;Week 36;914;5;Netherlands;NL;17282163;43,44363608
2;9;2020;Week 36;461;6;Netherlands;NL;17282163;41,34899086
1;9;2020;Week 36;525;0;Netherlands;NL;17282163;41,499435
31;8;2020;Week 36;508;0;Netherlands;NL;17282163;41,24483723
30;8;2020;Week 36;500;4;Netherlands;NL;17282163;41,23326461
29;8;2020;Week 35;507;2;Netherlands;NL;17282163;42,11278415
28;8;2020;Week 35;510;3;Netherlands;NL;17282163;42,85921849
27;8;2020;Week 35;570;8;Netherlands;NL;17282163;43,24690144
26;8;2020;Week 35;414;5;Netherlands;NL;17282163;43,73295171
25;8;2020;Week 35;572;2;Netherlands;NL;17282163;45,84495587
24;8;2020;Week 35;456;0;Netherlands;NL;17282163;45,8623148
23;8;2020;Week 35;508;5;Netherlands;NL;17282163;46,56245865
22;8;2020;Week 34;534;4;Netherlands;NL;17282163;46,43515977
21;8;2020;Week 34;529;10;Netherlands;NL;17282163;46,34836507
20;8;2020;Week 34;552;6;Netherlands;NL;17282163;46,76497959
19;8;2020;Week 34;487;3;Netherlands;NL;17282163;46,03590419
18;8;2020;Week 34;481;0;Netherlands;NL;17282163;46,34257876
17;8;2020;Week 34;506;3;Netherlands;NL;17282163;45,71187067
16;8;2020;Week 34;652;2;Netherlands;NL;17282163;44,58353969
15;8;2020;Week 33;636;2;Netherlands;NL;17282163;43,30476457
14;8;2020;Week 33;577;4;Netherlands;NL;17282163;41,58044337
13;8;2020;Week 33;654;2;Netherlands;NL;17282163;40,22065988
12;8;2020;Week 33;779;2;Netherlands;NL;17282163;37,86563059
11;8;2020;Week 33;575;0;Netherlands;NL;17282163;34,64844071
10;8;2020;Week 33;577;0;Netherlands;NL;17282163;32,50750499
9;8;2020;Week 33;486;3;Netherlands;NL;17282163;30,40707347
8;8;2020;Week 32;519;0;Netherlands;NL;17282163;28,38765032
7;8;2020;Week 32;601;0;Netherlands;NL;17282163;26,48973974
6;8;2020;Week 32;426;4;Netherlands;NL;17282163;23,95533476
5;8;2020;Week 32;540;1;Netherlands;NL;17282163;22,46246607
4;8;2020;Week 32;372;0;Netherlands;NL;17282163;20,28102617
3;8;2020;Week 32;311;0;Netherlands;NL;17282163;19,19898568
2;8;2020;Week 32;431;0;Netherlands;NL;17282163;18,23267145
1;8;2020;Week 31;338;0;Netherlands;NL;17282163;16,47363238
31;7;2020;Week 31;342;0;Netherlands;NL;17282163;15,11384889
30;7;2020;Week 31;247;0;Netherlands;NL;17282163;13,70777489
29;7;2020;Week 31;223;0;Netherlands;NL;17282163;12,89190479
28;7;2020;Week 31;205;0;Netherlands;NL;17282163;11,90823163
27;7;2020;Week 31;214;0;Netherlands;NL;17282163;11,13286572
26;7;2020;Week 31;137;1;Netherlands;NL;17282163;10,47901238
25;7;2020;Week 30;191;0;Netherlands;NL;17282163;10,15497886
24;7;2020;Week 30;163;0;Netherlands;NL;17282163;9,29281827
23;7;2020;Week 30;168;3;Netherlands;NL;17282163;8,65053755
22;7;2020;Week 30;163;0;Netherlands;NL;17282163;7,97932527
21;7;2020;Week 30;185;0;Netherlands;NL;17282163;7,25024987
20;7;2020;Week 30;144;0;Netherlands;NL;17282163;6,38808927
19;7;2020;Week 30;127;0;Netherlands;NL;17282163;5,97726106
18;7;2020;Week 29;103;0;Netherlands;NL;17282163;5,59536442
17;7;2020;Week 29;99;0;Netherlands;NL;17282163;5,43334767
16;7;2020;Week 29;106;1;Netherlands;NL;17282163;5,30604879
15;7;2020;Week 29;53;0;Netherlands;NL;17282163;5,05145102
14;7;2020;Week 29;71;0;Netherlands;NL;17282163;5,03409209
13;7;2020;Week 29;101;0;Netherlands;NL;17282163;5,06302365
12;7;2020;Week 29;81;0;Netherlands;NL;17282163;4,90100689
11;7;2020;Week 28;42;0;Netherlands;NL;17282163;4,83157114
10;7;2020;Week 28;52;0;Netherlands;NL;17282163;5,11510047
9;7;2020;Week 28;52;3;Netherlands;NL;17282163;5,4507066
8;7;2020;Week 28;37;4;Netherlands;NL;17282163;5,62429599
7;7;2020;Week 28;36;1;Netherlands;NL;17282163;5,78052643
6;7;2020;Week 28;73;1;Netherlands;NL;17282163;5,9483295
5;7;2020;Week 28;61;6;Netherlands;NL;17282163;6,05248313
4;7;2020;Week 27;75;2;Netherlands;NL;17282163;6,13927782
3;7;2020;Week 27;77;3;Netherlands;NL;17282163;6,32443983
2;7;2020;Week 27;62;2;Netherlands;NL;17282163;6,54431971
1;7;2020;Week 27;50;6;Netherlands;NL;17282163;6,86256691
30;6;2020;Week 27;76;2;Netherlands;NL;17282163;7,37754875
29;6;2020;Week 27;73;0;Netherlands;NL;17282163;7,89253058
28;6;2020;Week 27;69;2;Netherlands;NL;17282163;8,29757247
27;6;2020;Week 26;91;3;Netherlands;NL;17282163;8,93406688
26;6;2020;Week 26;110;3;Netherlands;NL;17282163;9,62263809
25;6;2020;Week 26;82;2;Netherlands;NL;17282163;9,93509898
24;6;2020;Week 26;64;5;Netherlands;NL;17282163;10,52530288
23;6;2020;Week 26;65;0;Netherlands;NL;17282163;11,10393415
22;6;2020;Week 26;91;1;Netherlands;NL;17282163;11,68256543
21;6;2020;Week 26;76;8;Netherlands;NL;17282163;12,53893971
20;6;2020;Week 25;107;3;Netherlands;NL;17282163;13,15807518
19;6;2020;Week 25;115;4;Netherlands;NL;17282163;13,75406539
18;6;2020;Week 25;117;4;Netherlands;NL;17282163;14,29797879
17;6;2020;Week 25;139;5;Netherlands;NL;17282163;14,11860309
16;6;2020;Week 25;165;6;Netherlands;NL;17282163;13,90450952
15;6;2020;Week 25;143;2;Netherlands;NL;17282163;13,54575813
14;6;2020;Week 25;179;4;Netherlands;NL;17282163;13,78878327
13;6;2020;Week 24;210;9;Netherlands;NL;17282163;13,51104026
12;6;2020;Week 24;164;2;Netherlands;NL;17282163;13,31430562
11;6;2020;Week 24;184;11;Netherlands;NL;17282163;13,41845925
10;6;2020;Week 24;164;15;Netherlands;NL;17282163;13,45317713
9;6;2020;Week 24;165;3;Netherlands;NL;17282163;13,27380143
8;6;2020;Week 24;239;2;Netherlands;NL;17282163;13,52839919
7;6;2020;Week 24;183;6;Netherlands;NL;17282163;13,14071624
6;6;2020;Week 23;210;15;Netherlands;NL;17282163;13,10021205
5;6;2020;Week 23;209;13;Netherlands;NL;17282163;12,97291317
4;6;2020;Week 23;86;10;Netherlands;NL;17282163;13,22751093
3;6;2020;Week 23;102;5;Netherlands;NL;17282163;13,87557796
2;6;2020;Week 23;103;6;Netherlands;NL;17282163;13,91029584
1;6;2020;Week 23;185;5;Netherlands;NL;17282163;14,15910728
31;5;2020;Week 23;131;20;Netherlands;NL;17282163;13,81192852
30;5;2020;Week 22;176;28;Netherlands;NL;17282163;14,14753466
29;5;2020;Week 22;182;32;Netherlands;NL;17282163;14,28640616
28;5;2020;Week 22;190;15;Netherlands;NL;17282163;14,79560168
27;5;2020;Week 22;133;26;Netherlands;NL;17282163;15,00969526
26;5;2020;Week 22;209;8;Netherlands;NL;17282163;15,37423296
25;5;2020;Week 22;172;11;Netherlands;NL;17282163;15,09648995
24;5;2020;Week 22;176;23;Netherlands;NL;17282163;15,51889078
23;5;2020;Week 21;188;13;Netherlands;NL;17282163;16,17274412
22;5;2020;Week 21;253;27;Netherlands;NL;17282163;16,93075109
21;5;2020;Week 21;198;33;Netherlands;NL;17282163;18,09958626
20;5;2020;Week 21;108;21;Netherlands;NL;17282163;18,29632089
19;5;2020;Week 21;146;14;Netherlands;NL;17282163;19,50566026
18;5;2020;Week 21;125;10;Netherlands;NL;17282163;19,81233483
17;5;2020;Week 21;189;27;Netherlands;NL;17282163;21,02746051
16;5;2020;Week 20;200;53;Netherlands;NL;17282163;22,50875657
15;5;2020;Week 20;270;28;Netherlands;NL;17282163;24,09999258
14;5;2020;Week 20;227;52;Netherlands;NL;17282163;25,51185289
13;5;2020;Week 20;196;54;Netherlands;NL;17282163;26,43187661
12;5;2020;Week 20;161;16;Netherlands;NL;17282163;26,28721879
11;5;2020;Week 20;245;18;Netherlands;NL;17282163;27,67014754
10;5;2020;Week 20;289;63;Netherlands;NL;17282163;30,04253576
9;5;2020;Week 19;319;71;Netherlands;NL;17282163;32,16032623
8;5;2020;Week 19;455;84;Netherlands;NL;17282163;34,97826053
7;5;2020;Week 19;232;36;Netherlands;NL;17282163;37,47794764
6;5;2020;Week 19;317;86;Netherlands;NL;17282163;40,2322325
5;5;2020;Week 19;199;26;Netherlands;NL;17282163;42,61619335
4;5;2020;Week 19;335;69;Netherlands;NL;17282163;45,80445168
3;5;2020;Week 19;445;94;Netherlands;NL;17282163;50,03424629
2;5;2020;Week 18;475;98;Netherlands;NL;17282163;54,05573365
1;5;2020;Week 18;514;84;Netherlands;NL;17282163;58,45333133
30;4;2020;Week 18;386;145;Netherlands;NL;17282163;61,6184444
29;4;2020;Week 18;171;48;Netherlands;NL;17282163;63,63208124
28;4;2020;Week 18;400;43;Netherlands;NL;17282163;67,66514122
27;4;2020;Week 18;655;66;Netherlands;NL;17282163;70,92862161
26;4;2020;Week 18;655;120;Netherlands;NL;17282163;73,93171792
25;4;2020;Week 17;806;112;Netherlands;NL;17282163;77,75647065
24;4;2020;Week 17;887;123;Netherlands;NL;17282163;80,81743009
23;4;2020;Week 17;708;138;Netherlands;NL;17282163;82,70376804
22;4;2020;Week 17;729;165;Netherlands;NL;17282163;84,21399567
21;4;2020;Week 17;750;67;Netherlands;NL;17282163;84,49173868
20;4;2020;Week 17;1066;83;Netherlands;NL;17282163;85,66057385
19;4;2020;Week 17;1140;142;Netherlands;NL;17282163;86,57481127
18;4;2020;Week 16;1235;144;Netherlands;NL;17282163;85,20924146
17;4;2020;Week 16;1061;181;Netherlands;NL;17282163;83,9999021
16;4;2020;Week 16;734;189;Netherlands;NL;17282163;84,12720098
15;4;2020;Week 16;868;122;Netherlands;NL;17282163;85,77630011
14;4;2020;Week 16;964;86;Netherlands;NL;17282163;85,64321491
13;4;2020;Week 16;1174;94;Netherlands;NL;17282163;85,1803099
12;4;2020;Week 16;1316;132;Netherlands;NL;17282163;84,775268
11;4;2020;Week 15;1335;115;Netherlands;NL;17282163;83,8668169
10;4;2020;Week 15;1213;148;Netherlands;NL;17282163;82,92364793
9;4;2020;Week 15;969;147;Netherlands;NL;17282163;81,80110325
8;4;2020;Week 15;777;234;Netherlands;NL;17282163;81,12410466
7;4;2020;Week 15;952;101;Netherlands;NL;17282163;81,3208393
6;4;2020;Week 15;1224;115;Netherlands;NL;17282163;78,96581001
5;4;2020;Week 15;904;164;Netherlands;NL;17282163;75,19892041
4;4;2020;Week 14;1026;148;Netherlands;NL;17282163;73,65397491
3;4;2020;Week 14;1083;166;Netherlands;NL;17282163;70,80710904
2;4;2020;Week 14;1019;134;Netherlands;NL;17282163;66,90713425
1;4;2020;Week 14;845;175;Netherlands;NL;17282163;63,01294578
31;3;2020;Week 14;884;93;Netherlands;NL;17282163;59,81311483
30;3;2020;Week 14;1104;132;Netherlands;NL;17282163;56,30660931
29;3;2020;Week 14;1159;93;Netherlands;NL;17282163;50,93691108
28;3;2020;Week 13;1172;112;Netherlands;NL;17282163;45,12745309
27;3;2020;Week 13;1019;78;Netherlands;NL;17282163;39,44529397
26;3;2020;Week 13;852;80;Netherlands;NL;17282163;34,191322
25;3;2020;Week 13;811;63;Netherlands;NL;17282163;29,96152739
24;3;2020;Week 13;545;34;Netherlands;NL;17282163;25,62179283
23;3;2020;Week 13;573;43;Netherlands;NL;17282163;22,7922859
22;3;2020;Week 13;637;30;Netherlands;NL;17282163;19,92227478
21;3;2020;Week 12;534;30;Netherlands;NL;17282163;16,58357232
20;3;2020;Week 12;409;18;Netherlands;NL;17282163;13,7598517
19;3;2020;Week 12;346;15;Netherlands;NL;17282163;11,64784755
18;3;2020;Week 12;292;19;Netherlands;NL;17282163;9,70364647
17;3;2020;Week 12;278;4;Netherlands;NL;17282163;8,07190628
16;3;2020;Week 12;176;8;Netherlands;NL;17282163;6,4922429
15;3;2020;Week 12;155;7;Netherlands;NL;17282163;5,50856973
14;3;2020;Week 11;190;0;Netherlands;NL;17282163;4,64062282
13;3;2020;Week 11;111;0;Netherlands;NL;17282163;3,54700971
12;3;2020;Week 11;121;1;Netherlands;NL;17282163;2,91051531
11;3;2020;Week 11;61;1;Netherlands;NL;17282163;2,21037147
10;3;2020;Week 11;56;0;Netherlands;NL;17282163;1,85740639
9;3;2020;Week 11;77;2;Netherlands;NL;17282163;1,53337288
8;3;2020;Week 11;60;0;Netherlands;NL;17282163;1,0878268
7;3;2020;Week 10;46;1;Netherlands;NL;17282163;0,74064803
6;3;2020;Week 10;44;0;Netherlands;NL;17282163;0,47447764
5;3;2020;Week 10;10;0;Netherlands;NL;17282163;0,21987988
4;3;2020;Week 10;10;0;Netherlands;NL;17282163;0,16201676
3;3;2020;Week 10;5;0;Netherlands;NL;17282163;0,10415363
2;3;2020;Week 10;6;0;Netherlands;NL;17282163;0,07522207
1;3;2020;Week 10;5;0;Netherlands;NL;17282163;0,04050419
29;2;2020;Week 9;1;0;Netherlands;NL;17282163;0,01157263
28;2;2020;Week 9;1;0;Netherlands;NL;17282163;0,00578631
27;2;2020;Week 9;0;0;Netherlands;NL;17282163;0
26;2;2020;Week 9;0;0;Netherlands;NL;17282163;0
25;2;2020;Week 9;0;0;Netherlands;NL;17282163;0
24;2;2020;Week 9;0;0;Netherlands;NL;17282163;0
23;2;2020;Week 9;0;0;Netherlands;NL;17282163;0
22;2;2020;Week 8;0;0;Netherlands;NL;17282163;0
21;2;2020;Week 8;0;0;Netherlands;NL;17282163;0
20;2;2020;Week 8;0;0;Netherlands;NL;17282163;0
19;2;2020;Week 8;0;0;Netherlands;NL;17282163;0
18;2;2020;Week 8;0;0;Netherlands;NL;17282163;0
17;2;2020;Week 8;0;0;Netherlands;NL;17282163;0
16;2;2020;Week 8;0;0;Netherlands;NL;17282163;0
15;2;2020;Week 7;0;0;Netherlands;NL;17282163;0
14;2;2020;Week 7;0;0;Netherlands;NL;17282163;0
13;2;2020;Week 7;0;0;Netherlands;NL;17282163;0
12;2;2020;Week 7;0;0;Netherlands;NL;17282163;0
11;2;2020;Week 7;0;0;Netherlands;NL;17282163;0
10;2;2020;Week 7;0;0;Netherlands;NL;17282163;0
9;2;2020;Week 7;0;0;Netherlands;NL;17282163;0
8;2;2020;Week 6;0;0;Netherlands;NL;17282163;0
7;2;2020;Week 6;0;0;Netherlands;NL;17282163;0
6;2;2020;Week 6;0;0;Netherlands;NL;17282163;0
5;2;2020;Week 6;0;0;Netherlands;NL;17282163;0
4;2;2020;Week 6;0;0;Netherlands;NL;17282163;0
3;2;2020;Week 6;0;0;Netherlands;NL;17282163;0
2;2;2020;Week 6;0;0;Netherlands;NL;17282163;0
1;2;2020;Week 5;0;0;Netherlands;NL;17282163;0
31;1;2020;Week 5;0;0;Netherlands;NL;17282163;0
30;1;2020;Week 5;0;0;Netherlands;NL;17282163;0
29;1;2020;Week 5;0;0;Netherlands;NL;17282163;0
28;1;2020;Week 5;0;0;Netherlands;NL;17282163;0
27;1;2020;Week 5;0;0;Netherlands;NL;17282163;0
26;1;2020;Week 5;0;0;Netherlands;NL;17282163;0
25;1;2020;Week 4;0;0;Netherlands;NL;17282163;0
24;1;2020;Week 4;0;0;Netherlands;NL;17282163;0
23;1;2020;Week 4;0;0;Netherlands;NL;17282163;0
22;1;2020;Week 4;0;0;Netherlands;NL;17282163;0
21;1;2020;Week 4;0;0;Netherlands;NL;17282163;0
20;1;2020;Week 4;0;0;Netherlands;NL;17282163;0
19;1;2020;Week 4;0;0;Netherlands;NL;17282163;0
18;1;2020;Week 3;0;0;Netherlands;NL;17282163;0
17;1;2020;Week 3;0;0;Netherlands;NL;17282163;0
16;1;2020;Week 3;0;0;Netherlands;NL;17282163;0
15;1;2020;Week 3;0;0;Netherlands;NL;17282163;0
14;1;2020;Week 3;0;0;Netherlands;NL;17282163;0
13;1;2020;Week 3;0;0;Netherlands;NL;17282163;0
12;1;2020;Week 3;0;0;Netherlands;NL;17282163;0
11;1;2020;Week 2;0;0;Netherlands;NL;17282163;0
10;1;2020;Week 2;0;0;Netherlands;NL;17282163;0
9;1;2020;Week 2;0;0;Netherlands;NL;17282163;0
8;1;2020;Week 2;0;0;Netherlands;NL;17282163;0
7;1;2020;Week 2;0;0;Netherlands;NL;17282163;0
6;1;2020;Week 2;0;0;Netherlands;NL;17282163;0
5;1;2020;Week 2;0;0;Netherlands;NL;17282163;0
4;1;2020;Week 1;0;0;Netherlands;NL;17282163;0
3;1;2020;Week 1;0;0;Netherlands;NL;17282163;0
2;1;2020;Week 1;0;0;Netherlands;NL;17282163;0
1;1;2020;Week 1;0;0;Netherlands;NL;17282163;0
31;12;2019;Week 53;0;0;Netherlands;NL;17282163;0
21;10;2020;Week 43;147;0;Norway;NO;5328212;37,51727596
20;10;2020;Week 43;320;0;Norway;NO;5328212;37,51727596
19;10;2020;Week 43;0;0;Norway;NO;5328212;37,2920597
18;10;2020;Week 43;0;0;Norway;NO;5328212;37,2920597
17;10;2020;Week 42;183;0;Norway;NO;5328212;37,2920597
16;10;2020;Week 42;162;1;Norway;NO;5328212;36,14721036
15;10;2020;Week 42;152;0;Norway;NO;5328212;35,22757728
14;10;2020;Week 42;115;1;Norway;NO;5328212;34,73960871
13;10;2020;Week 42;303;1;Norway;NO;5328212;34,27040816
12;10;2020;Week 42;0;0;Norway;NO;5328212;34,06395992
11;10;2020;Week 42;0;0;Norway;NO;5328212;34,06395992
10;10;2020;Week 41;209;0;Norway;NO;5328212;34,06395992
9;10;2020;Week 41;228;0;Norway;NO;5328212;32,6000542
8;10;2020;Week 41;180;0;Norway;NO;5328212;30,62941189
7;10;2020;Week 41;147;0;Norway;NO;5328212;30,10390728
6;10;2020;Week 41;308;0;Norway;NO;5328212;29,29688233
5;10;2020;Week 41;0;0;Norway;NO;5328212;28,22710508
4;10;2020;Week 41;0;0;Norway;NO;5328212;28,22710508
3;10;2020;Week 40;122;1;Norway;NO;5328212;28,22710508
2;10;2020;Week 40;113;0;Norway;NO;5328212;28,67753761
1;10;2020;Week 40;126;0;Norway;NO;5328212;28,54616145
30;9;2020;Week 40;90;0;Norway;NO;5328212;28,35848123
29;9;2020;Week 40;292;4;Norway;NO;5328212;28,95905794
28;9;2020;Week 40;0;0;Norway;NO;5328212;28,90275387
27;9;2020;Week 40;0;0;Norway;NO;5328212;28,90275387
26;9;2020;Week 39;131;0;Norway;NO;5328212;28,90275387
25;9;2020;Week 39;123;3;Norway;NO;5328212;28,69630563
24;9;2020;Week 39;152;0;Norway;NO;5328212;28,67753761
23;9;2020;Week 39;104;0;Norway;NO;5328212;27,79544057
22;9;2020;Week 39;251;0;Norway;NO;5328212;28,32094519
21;9;2020;Week 39;0;0;Norway;NO;5328212;28,62123354
20;9;2020;Week 39;0;0;Norway;NO;5328212;28,62123354
19;9;2020;Week 38;146;1;Norway;NO;5328212;28,62123354
18;9;2020;Week 38;106;1;Norway;NO;5328212;27,4763842
17;9;2020;Week 38;116;0;Norway;NO;5328212;28,56492947
16;9;2020;Week 38;122;0;Norway;NO;5328212;28,03942486
15;9;2020;Week 38;289;0;Norway;NO;5328212;28,35848123
14;9;2020;Week 38;0;0;Norway;NO;5328212;24,8300931
13;9;2020;Week 38;0;0;Norway;NO;5328212;24,8300931
12;9;2020;Week 37;120;0;Norway;NO;5328212;24,8300931
11;9;2020;Week 37;122;1;Norway;NO;5328212;23,29111529
10;9;2020;Week 37;105;0;Norway;NO;5328212;21,95858573
9;9;2020;Week 37;132;0;Norway;NO;5328212;21,09525672
8;9;2020;Week 37;267;0;Norway;NO;5328212;19,9691754
7;9;2020;Week 37;0;0;Norway;NO;5328212;17,3228843
6;9;2020;Week 37;0;0;Norway;NO;5328212;17,3228843
5;9;2020;Week 36;85;0;Norway;NO;5328212;17,3228843
4;9;2020;Week 36;164;0;Norway;NO;5328212;16,3844832
3;9;2020;Week 36;88;0;Norway;NO;5328212;14,26369671
