day;month;year;week;cases;deaths;countriesAndTerritories;geoId;popData2019;Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
20;9;2020;Week 39;0;0;Luxembourg;LU;613894;140,7409097
19;9;2020;Week 38;177;0;Luxembourg;LU;613894;140,7409097
18;9;2020;Week 38;147;0;Luxembourg;LU;613894;129,6640788
17;9;2020;Week 38;110;0;Luxembourg;LU;613894;105,7185768
16;9;2020;Week 38;40;0;Luxembourg;LU;613894;98,87700482
15;9;2020;Week 38;50;0;Luxembourg;LU;613894;92,36122197
14;9;2020;Week 38;35;0;Luxembourg;LU;613894;92,68701111
13;9;2020;Week 38;0;0;Luxembourg;LU;613894;94,31595683
12;9;2020;Week 37;71;0;Luxembourg;LU;613894;94,31595683
11;9;2020;Week 37;65;0;Luxembourg;LU;613894;88,7775414
10;9;2020;Week 37;49;0;Luxembourg;LU;613894;-147,4195871
9;9;2020;Week 37;24;0;Luxembourg;LU;613894;-140,7409097
8;9;2020;Week 37;54;0;Luxembourg;LU;613894;-137,4830182
7;9;2020;Week 37;42;0;Luxembourg;LU;613894;-131,6188137
6;9;2020;Week 37;0;0;Luxembourg;LU;613894;-138,4603857
5;9;2020;Week 36;109;0;Luxembourg;LU;613894;-138,4603857
4;9;2020;Week 36;0;0;Luxembourg;LU;613894;-145,3019577
3;9;2020;Week 36;68;0;Luxembourg;LU;613894;-133,7364431
2;9;2020;Week 36;0;0;Luxembourg;LU;613894;-133,8993377
1;9;2020;Week 36;52;0;Luxembourg;LU;613894;-129,0125005
31;8;2020;Week 36;45;0;Luxembourg;LU;613894;-132,5961811
30;8;2020;Week 36;0;0;Luxembourg;LU;613894;-139,9264368
29;8;2020;Week 35;37;0;Luxembourg;LU;613894;-134,3880214
28;8;2020;Week 35;-1385;0;Luxembourg;LU;613894;-134,3880214
27;8;2020;Week 35;90;0;Luxembourg;LU;613894;102,2977908
26;8;2020;Week 35;44;0;Luxembourg;LU;613894;97,08516454
25;8;2020;Week 35;90;0;Luxembourg;LU;613894;94,15306226
24;8;2020;Week 35;0;0;Luxembourg;LU;613894;96,27069168
23;8;2020;Week 35;0;0;Luxembourg;LU;613894;96,27069168
22;8;2020;Week 34;67;0;Luxembourg;LU;613894;96,27069168
21;8;2020;Week 34;71;0;Luxembourg;LU;613894;91,87253826
20;8;2020;Week 34;67;0;Luxembourg;LU;613894;91,0580654
19;8;2020;Week 34;30;0;Luxembourg;LU;613894;94,80464054
18;8;2020;Week 34;30;1;Luxembourg;LU;613894;98,55121568
17;8;2020;Week 34;0;0;Luxembourg;LU;613894;121,1935611
16;8;2020;Week 34;34;1;Luxembourg;LU;613894;121,1935611
15;8;2020;Week 33;37;0;Luxembourg;LU;613894;115,6551457
14;8;2020;Week 33;68;0;Luxembourg;LU;613894;122,4967177
13;8;2020;Week 33;58;0;Luxembourg;LU;613894;124,9401363
12;8;2020;Week 33;26;1;Luxembourg;LU;613894;141,2295934
11;8;2020;Week 33;103;2;Luxembourg;LU;613894;145,7906414
10;8;2020;Week 33;0;0;Luxembourg;LU;613894;136,9943345
9;8;2020;Week 33;0;0;Luxembourg;LU;613894;150,514584
8;8;2020;Week 32;40;0;Luxembourg;LU;613894;172,1795619
7;8;2020;Week 32;66;1;Luxembourg;LU;613894;182,6048145
6;8;2020;Week 32;90;0;Luxembourg;LU;613894;187,8174408
5;8;2020;Week 32;53;0;Luxembourg;LU;613894;194,1703291
4;8;2020;Week 32;169;1;Luxembourg;LU;613894;205,0842654
3;8;2020;Week 32;0;3;Luxembourg;LU;613894;197,4282205
2;8;2020;Week 32;0;0;Luxembourg;LU;613894;209,4824188
1;8;2020;Week 31;79;0;Luxembourg;LU;613894;229,6813456
31;7;2020;Week 31;83;0;Luxembourg;LU;613894;243,3644896
30;7;2020;Week 31;158;1;Luxembourg;LU;613894;240,5952819
29;7;2020;Week 31;54;1;Luxembourg;LU;613894;214,8579396
28;7;2020;Week 31;49;0;Luxembourg;LU;613894;222,3510899
27;7;2020;Week 31;83;0;Luxembourg;LU;613894;219,4189876
26;7;2020;Week 31;133;0;Luxembourg;LU;613894;219,4189876
25;7;2020;Week 30;104;0;Luxembourg;LU;613894;208,3421568
24;7;2020;Week 30;98;1;Luxembourg;LU;613894;200,8490065
23;7;2020;Week 30;129;0;Luxembourg;LU;613894;196,1250639
22;7;2020;Week 30;120;0;Luxembourg;LU;613894;182,7677091
21;7;2020;Week 30;122;0;Luxembourg;LU;613894;173,1569294
20;7;2020;Week 30;74;0;Luxembourg;LU;613894;156,5416831
19;7;2020;Week 30;124;0;Luxembourg;LU;613894;151,9806351
18;7;2020;Week 29;163;0;Luxembourg;LU;613894;136,5056508
17;7;2020;Week 29;66;0;Luxembourg;LU;613894;118,4243534
16;7;2020;Week 29;0;0;Luxembourg;LU;613894;115,8180403
15;7;2020;Week 29;100;0;Luxembourg;LU;613894;123,3111905
14;7;2020;Week 29;31;0;Luxembourg;LU;613894;114,0262
13;7;2020;Week 29;83;1;Luxembourg;LU;613894;111,2569923
12;7;2020;Week 29;65;0;Luxembourg;LU;613894;101,8091071
11;7;2020;Week 28;58;0;Luxembourg;LU;613894;98,38832111
10;7;2020;Week 28;69;0;Luxembourg;LU;613894;92,52411654
9;7;2020;Week 28;47;0;Luxembourg;LU;613894;83,0762314
8;7;2020;Week 28;61;0;Luxembourg;LU;613894;76,56044855
7;7;2020;Week 28;20;0;Luxembourg;LU;613894;68,57861455
6;7;2020;Week 28;46;0;Luxembourg;LU;613894;65,48361769
5;7;2020;Week 28;29;0;Luxembourg;LU;613894;60,43388598
4;7;2020;Week 27;52;0;Luxembourg;LU;613894;56,68731084
3;7;2020;Week 27;50;0;Luxembourg;LU;613894;49,5199497
2;7;2020;Week 27;46;0;Luxembourg;LU;613894;42,35258856
1;7;2020;Week 27;43;0;Luxembourg;LU;613894;36,48838399
30;6;2020;Week 27;14;0;Luxembourg;LU;613894;29,97260113
29;6;2020;Week 27;25;0;Luxembourg;LU;613894;28,01786628
28;6;2020;Week 27;44;0;Luxembourg;LU;613894;25,08576399
27;6;2020;Week 26;22;0;Luxembourg;LU;613894;19,22155942
26;6;2020;Week 26;11;0;Luxembourg;LU;613894;16,12656257
25;6;2020;Week 26;7;0;Luxembourg;LU;613894;14,823406
24;6;2020;Week 26;12;0;Luxembourg;LU;613894;14,17182771
23;6;2020;Week 26;1;0;Luxembourg;LU;613894;13,19446028
22;6;2020;Week 26;15;0;Luxembourg;LU;613894;13,19446028
21;6;2020;Week 26;6;0;Luxembourg;LU;613894;11,40262
20;6;2020;Week 25;8;0;Luxembourg;LU;613894;10,91393628
19;6;2020;Week 25;6;0;Luxembourg;LU;613894;10,42525257
18;6;2020;Week 25;10;0;Luxembourg;LU;613894;10,58814714
17;6;2020;Week 25;3;0;Luxembourg;LU;613894;8,95920143
16;6;2020;Week 25;2;0;Luxembourg;LU;613894;8,63341228
15;6;2020;Week 25;7;0;Luxembourg;LU;613894;8,47051771
14;6;2020;Week 25;8;0;Luxembourg;LU;613894;7,65604485
13;6;2020;Week 24;3;0;Luxembourg;LU;613894;7,00446657
12;6;2020;Week 24;3;0;Luxembourg;LU;613894;7,16736114
11;6;2020;Week 24;3;0;Luxembourg;LU;613894;7,81893943
10;6;2020;Week 24;6;0;Luxembourg;LU;613894;8,30762314
9;6;2020;Week 24;1;0;Luxembourg;LU;613894;7,65604485
8;6;2020;Week 24;4;0;Luxembourg;LU;613894;7,65604485
7;6;2020;Week 24;3;0;Luxembourg;LU;613894;7,33025571
6;6;2020;Week 23;5;0;Luxembourg;LU;613894;8,30762314
5;6;2020;Week 23;7;0;Luxembourg;LU;613894;7,65604485
4;6;2020;Week 23;0;0;Luxembourg;LU;613894;7,981834
3;6;2020;Week 23;1;0;Luxembourg;LU;613894;10,09946343
2;6;2020;Week 23;1;0;Luxembourg;LU;613894;11,72840914
1;6;2020;Week 23;2;0;Luxembourg;LU;613894;11,89130371
31;5;2020;Week 23;4;0;Luxembourg;LU;613894;14,00893314
30;5;2020;Week 22;4;0;Luxembourg;LU;613894;14,49761685
29;5;2020;Week 22;7;0;Luxembourg;LU;613894;15,14919514
28;5;2020;Week 22;6;0;Luxembourg;LU;613894;15,80077342
27;5;2020;Week 22;2;0;Luxembourg;LU;613894;16,45235171
26;5;2020;Week 22;1;0;Luxembourg;LU;613894;17,10392999
25;5;2020;Week 22;2;1;Luxembourg;LU;613894;17,26682457
24;5;2020;Week 22;9;0;Luxembourg;LU;613894;18,40708657
23;5;2020;Week 21;1;0;Luxembourg;LU;613894;17,91840285
22;5;2020;Week 21;9;0;Luxembourg;LU;613894;19,71024314
21;5;2020;Week 21;13;0;Luxembourg;LU;613894;19,54734857
20;5;2020;Week 21;11;2;Luxembourg;LU;613894;19,22155942
19;5;2020;Week 21;2;0;Luxembourg;LU;613894;19,38445399
18;5;2020;Week 21;15;3;Luxembourg;LU;613894;19,71024314
17;5;2020;Week 21;7;0;Luxembourg;LU;613894;19,22155942
16;5;2020;Week 20;8;1;Luxembourg;LU;613894;19,71024314
15;5;2020;Week 20;11;0;Luxembourg;LU;613894;21,33918885
14;5;2020;Week 20;10;1;Luxembourg;LU;613894;21,99076714
13;5;2020;Week 20;6;1;Luxembourg;LU;613894;24,92286942
12;5;2020;Week 20;2;0;Luxembourg;LU;613894;25,90023685
11;5;2020;Week 20;9;0;Luxembourg;LU;613894;26,55181513
10;5;2020;Week 20;6;1;Luxembourg;LU;613894;27,04049885
9;5;2020;Week 19;12;0;Luxembourg;LU;613894;28,66944456
8;5;2020;Week 19;8;2;Luxembourg;LU;613894;31,60154685
7;5;2020;Week 19;11;2;Luxembourg;LU;613894;32,09023056
6;5;2020;Week 19;12;0;Luxembourg;LU;613894;36,16259485
5;5;2020;Week 19;4;0;Luxembourg;LU;613894;43,98153427
4;5;2020;Week 19;12;4;Luxembourg;LU;613894;44,63311256
3;5;2020;Week 19;10;0;Luxembourg;LU;613894;44,79600713
2;5;2020;Week 18;18;2;Luxembourg;LU;613894;52,45205198
1;5;2020;Week 18;15;1;Luxembourg;LU;613894;55,38415427
30;4;2020;Week 18;28;0;Luxembourg;LU;613894;64,50625026
29;4;2020;Week 18;12;1;Luxembourg;LU;613894;70,69624398
28;4;2020;Week 18;6;0;Luxembourg;LU;613894;71,18492769
27;4;2020;Week 18;12;3;Luxembourg;LU;613894;71,99940055
26;4;2020;Week 18;16;0;Luxembourg;LU;613894;71,83650598
25;4;2020;Week 17;30;2;Luxembourg;LU;613894;76,88623769
24;4;2020;Week 17;11;3;Luxembourg;LU;613894;89,59201426
23;4;2020;Week 17;36;2;Luxembourg;LU;613894;100,9946343
22;4;2020;Week 17;60;3;Luxembourg;LU;613894;105,5556823
21;4;2020;Week 17;8;2;Luxembourg;LU;613894;116,4696185
20;4;2020;Week 17;13;1;Luxembourg;LU;613894;121,5193503
19;4;2020;Week 17;57;0;Luxembourg;LU;613894;131,6188137
18;4;2020;Week 16;36;3;Luxembourg;LU;613894;141,392488
17;4;2020;Week 16;71;0;Luxembourg;LU;613894;155,8901048
16;4;2020;Week 16;66;2;Luxembourg;LU;613894;171,6908782
15;4;2020;Week 16;15;0;Luxembourg;LU;613894;183,9079711
14;4;2020;Week 16;11;1;Luxembourg;LU;613894;212,4145211
13;4;2020;Week 16;11;4;Luxembourg;LU;613894;216,8126745
12;4;2020;Week 16;47;8;Luxembourg;LU;613894;234,4052882
11;4;2020;Week 15;108;2;Luxembourg;LU;613894;263,5634165
10;4;2020;Week 15;81;6;Luxembourg;LU;613894;270,7307776
9;4;2020;Week 15;64;2;Luxembourg;LU;613894;277,0836659
8;4;2020;Week 15;127;3;Luxembourg;LU;613894;304,775743
7;4;2020;Week 15;39;5;Luxembourg;LU;613894;320,5765165
6;4;2020;Week 15;75;5;Luxembourg;LU;613894;326,7665102
5;4;2020;Week 15;117;0;Luxembourg;LU;613894;335,3999225
4;4;2020;Week 14;125;1;Luxembourg;LU;613894;346,6396479
3;4;2020;Week 14;168;1;Luxembourg;LU;613894;348,9201719
2;4;2020;Week 14;141;6;Luxembourg;LU;613894;343,544651
1;4;2020;Week 14;190;1;Luxembourg;LU;613894;331,9791365
31;3;2020;Week 14;38;1;Luxembourg;LU;613894;310,6399476
30;3;2020;Week 14;119;3;Luxembourg;LU;613894;305,1015322
29;3;2020;Week 14;226;3;Luxembourg;LU;613894;292,0699665
28;3;2020;Week 13;152;6;Luxembourg;LU;613894;257,2105282
27;3;2020;Week 13;120;1;Luxembourg;LU;613894;235,5455502
26;3;2020;Week 13;234;0;Luxembourg;LU;613894;215,9982016
25;3;2020;Week 13;224;0;Luxembourg;LU;613894;178,2066611
24;3;2020;Week 13;77;0;Luxembourg;LU;613894;142,0440662
23;3;2020;Week 13;128;0;Luxembourg;LU;613894;129,8269734
22;3;2020;Week 13;186;3;Luxembourg;LU;613894;108,9764683
21;3;2020;Week 12;139;1;Luxembourg;LU;613894;78,84097255
20;3;2020;Week 12;135;2;Luxembourg;LU;613894;56,19862712
19;3;2020;Week 12;70;1;Luxembourg;LU;613894;34,20785999
18;3;2020;Week 12;59;0;Luxembourg;LU;613894;22,80523999
17;3;2020;Week 12;4;0;Luxembourg;LU;613894;13,19446028
16;3;2020;Week 12;39;0;Luxembourg;LU;613894;12,542882
14;3;2020;Week 11;12;1;Luxembourg;LU;613894;6,18999371
13;3;2020;Week 11;19;0;Luxembourg;LU;613894;4,23525886
12;3;2020;Week 11;0;0;Luxembourg;LU;613894;1,140262
11;3;2020;Week 11;2;0;Luxembourg;LU;613894;1,140262
9;3;2020;Week 11;2;0;Luxembourg;LU;613894;0,81447286
7;3;2020;Week 10;2;0;Luxembourg;LU;613894;0,48868371
2;3;2020;Week 10;0;0;Luxembourg;LU;613894;0,16289457
1;3;2020;Week 10;1;0;Luxembourg;LU;613894;0,16289457
29;2;2020;Week 9;0;0;Luxembourg;LU;613894;0
28;2;2020;Week 9;0;0;Luxembourg;LU;613894;0
27;2;2020;Week 9;0;0;Luxembourg;LU;613894;0
26;2;2020;Week 9;0;0;Luxembourg;LU;613894;0
25;2;2020;Week 9;0;0;Luxembourg;LU;613894;0
24;2;2020;Week 9;0;0;Luxembourg;LU;613894;0
23;2;2020;Week 9;0;0;Luxembourg;LU;613894;0
22;2;2020;Week 8;0;0;Luxembourg;LU;613894;0
21;2;2020;Week 8;0;0;Luxembourg;LU;613894;0
20;2;2020;Week 8;0;0;Luxembourg;LU;613894;0
19;2;2020;Week 8;0;0;Luxembourg;LU;613894;0
18;2;2020;Week 8;0;0;Luxembourg;LU;613894;0
17;2;2020;Week 8;0;0;Luxembourg;LU;613894;0
16;2;2020;Week 8;0;0;Luxembourg;LU;613894;0
15;2;2020;Week 7;0;0;Luxembourg;LU;613894;0
14;2;2020;Week 7;0;0;Luxembourg;LU;613894;0
13;2;2020;Week 7;0;0;Luxembourg;LU;613894;0
12;2;2020;Week 7;0;0;Luxembourg;LU;613894;0
11;2;2020;Week 7;0;0;Luxembourg;LU;613894;0
10;2;2020;Week 7;0;0;Luxembourg;LU;613894;0
9;2;2020;Week 7;0;0;Luxembourg;LU;613894;0
8;2;2020;Week 6;0;0;Luxembourg;LU;613894;0
7;2;2020;Week 6;0;0;Luxembourg;LU;613894;0
6;2;2020;Week 6;0;0;Luxembourg;LU;613894;0
5;2;2020;Week 6;0;0;Luxembourg;LU;613894;0
4;2;2020;Week 6;0;0;Luxembourg;LU;613894;0
3;2;2020;Week 6;0;0;Luxembourg;LU;613894;0
2;2;2020;Week 6;0;0;Luxembourg;LU;613894;0
1;2;2020;Week 5;0;0;Luxembourg;LU;613894;0
31;1;2020;Week 5;0;0;Luxembourg;LU;613894;0
30;1;2020;Week 5;0;0;Luxembourg;LU;613894;0
29;1;2020;Week 5;0;0;Luxembourg;LU;613894;0
28;1;2020;Week 5;0;0;Luxembourg;LU;613894;0
27;1;2020;Week 5;0;0;Luxembourg;LU;613894;0
26;1;2020;Week 5;0;0;Luxembourg;LU;613894;0
25;1;2020;Week 4;0;0;Luxembourg;LU;613894;0
24;1;2020;Week 4;0;0;Luxembourg;LU;613894;0
23;1;2020;Week 4;0;0;Luxembourg;LU;613894;0
22;1;2020;Week 4;0;0;Luxembourg;LU;613894;0
21;1;2020;Week 4;0;0;Luxembourg;LU;613894;0
20;1;2020;Week 4;0;0;Luxembourg;LU;613894;0
19;1;2020;Week 4;0;0;Luxembourg;LU;613894;0
18;1;2020;Week 3;0;0;Luxembourg;LU;613894;0
17;1;2020;Week 3;0;0;Luxembourg;LU;613894;0
16;1;2020;Week 3;0;0;Luxembourg;LU;613894;0
15;1;2020;Week 3;0;0;Luxembourg;LU;613894;0
14;1;2020;Week 3;0;0;Luxembourg;LU;613894;0
13;1;2020;Week 3;0;0;Luxembourg;LU;613894;0
12;1;2020;Week 3;0;0;Luxembourg;LU;613894;0
11;1;2020;Week 2;0;0;Luxembourg;LU;613894;0
10;1;2020;Week 2;0;0;Luxembourg;LU;613894;0
9;1;2020;Week 2;0;0;Luxembourg;LU;613894;0
8;1;2020;Week 2;0;0;Luxembourg;LU;613894;0
7;1;2020;Week 2;0;0;Luxembourg;LU;613894;0
6;1;2020;Week 2;0;0;Luxembourg;LU;613894;0
5;1;2020;Week 2;0;0;Luxembourg;LU;613894;0
4;1;2020;Week 1;0;0;Luxembourg;LU;613894;0
3;1;2020;Week 1;0;0;Luxembourg;LU;613894;0
2;1;2020;Week 1;0;0;Luxembourg;LU;613894;0
1;1;2020;Week 1;0;0;Luxembourg;LU;613894;0
31;12;2019;Week 53;0;0;Luxembourg;LU;613894;0
21;10;2020;Week 43;134;1;Malta;MT;493559;303,3072034
20;10;2020;Week 43;455;0;Malta;MT;493559;285,6801315
19;10;2020;Week 43;0;0;Malta;MT;493559;231,5832555
18;10;2020;Week 43;0;0;Malta;MT;493559;231,5832555
17;10;2020;Week 42;130;0;Malta;MT;493559;231,5832555
16;10;2020;Week 42;104;1;Malta;MT;493559;214,1587936
15;10;2020;Week 42;111;0;Malta;MT;493559;200,5839221
14;10;2020;Week 42;93;1;Malta;MT;493559;182,7542401
13;10;2020;Week 42;68;2;Malta;MT;493559;169,7871987
12;10;2020;Week 42;95;0;Malta;MT;493559;171,6106889
11;10;2020;Week 42;100;0;Malta;MT;493559;152,3627368
10;10;2020;Week 41;75;0;Malta;MT;493559;132,1017345
9;10;2020;Week 41;64;0;Malta;MT;493559;123,1868936
8;10;2020;Week 41;68;1;Malta;MT;493559;118,5268631
7;10;2020;Week 41;47;1;Malta;MT;493559;113,2590025
6;10;2020;Week 41;188;2;Malta;MT;493559;111,4355123
5;10;2020;Week 41;0;0;Malta;MT;493559;82,6648891
4;10;2020;Week 41;0;0;Malta;MT;493559;89,14840982
3;10;2020;Week 40;44;2;Malta;MT;493559;102,3180613
2;10;2020;Week 40;37;1;Malta;MT;493559;101,1024011
1;10;2020;Week 40;23;0;Malta;MT;493559;100,6971811
30;9;2020;Week 40;29;2;Malta;MT;493559;117,5138129
29;9;2020;Week 40;77;3;Malta;MT;493559;121,5660134
28;9;2020;Week 40;0;0;Malta;MT;493559;116,7033729
27;9;2020;Week 40;0;0;Malta;MT;493559;132,5069546
26;9;2020;Week 39;31;2;Malta;MT;493559;137,9774252
25;9;2020;Week 39;41;2;Malta;MT;493559;140,4087455
24;9;2020;Week 39;42;2;Malta;MT;493559;140,6113555
23;9;2020;Week 39;38;0;Malta;MT;493559;144,866166
22;9;2020;Week 39;46;3;Malta;MT;493559;141,8270156
21;9;2020;Week 39;32;3;Malta;MT;493559;140,0035254
20;9;2020;Week 39;65;1;Malta;MT;493559;138,5852553
19;9;2020;Week 38;38;0;Malta;MT;493559;131,4939045
18;9;2020;Week 38;35;0;Malta;MT;493559;127,6443141
17;9;2020;Week 38;106;0;Malta;MT;493559;127,441704
16;9;2020;Week 38;49;0;Malta;MT;493559;110,2198521
15;9;2020;Week 38;53;1;Malta;MT;493559;105,5598216
14;9;2020;Week 38;78;0;Malta;MT;493559;99,07630091
13;9;2020;Week 38;27;0;Malta;MT;493559;86,3118695
12;9;2020;Week 37;43;1;Malta;MT;493559;86,51447953
11;9;2020;Week 37;42;0;Malta;MT;493559;84,28576928
10;9;2020;Week 37;63;0;Malta;MT;493559;83,27271917
9;9;2020;Week 37;23;0;Malta;MT;493559;79,82834879
8;9;2020;Week 37;37;0;Malta;MT;493559;82,86749912
7;9;2020;Week 37;25;0;Malta;MT;493559;86,91969957
6;9;2020;Week 37;30;1;Malta;MT;493559;88,94579979
5;9;2020;Week 36;19;0;Malta;MT;493559;89,14840982
4;9;2020;Week 36;34;0;Malta;MT;493559;92,59278019
3;9;2020;Week 36;21;1;Malta;MT;493559;93,80844033
2;9;2020;Week 36;26;0;Malta;MT;493559;99,07630091
1;9;2020;Week 36;21;1;Malta;MT;493559;103,7363314
31;8;2020;Week 36;15;1;Malta;MT;493559;113,2590025
30;8;2020;Week 36;28;0;Malta;MT;493559;122,9842835
29;8;2020;Week 35;32;0;Malta;MT;493559;131,8991245
28;8;2020;Week 35;37;0;Malta;MT;493559;131,6965145
27;8;2020;Week 35;46;0;Malta;MT;493559;135,3434949
26;8;2020;Week 35;38;0;Malta;MT;493559;135,951325
25;8;2020;Week 35;57;0;Malta;MT;493559;134,1278348
24;8;2020;Week 35;35;0;Malta;MT;493559;127,239094
23;8;2020;Week 35;31;1;Malta;MT;493559;131,0886844
22;8;2020;Week 34;36;0;Malta;MT;493559;132,9121746
21;8;2020;Week 34;40;0;Malta;MT;493559;135,748715
20;8;2020;Week 34;47;0;Malta;MT;493559;131,4939045
19;8;2020;Week 34;49;0;Malta;MT;493559;126,2260439
18;8;2020;Week 34;68;0;Malta;MT;493559;119,5399132
17;8;2020;Week 34;63;0;Malta;MT;493559;108,598972
16;8;2020;Week 34;72;0;Malta;MT;493559;98,87369089
15;8;2020;Week 33;31;0;Malta;MT;493559;87,93274968
14;8;2020;Week 33;55;0;Malta;MT;493559;83,47532919
13;8;2020;Week 33;49;0;Malta;MT;493559;74,15526816
12;8;2020;Week 33;29;0;Malta;MT;493559;66,86130736
11;8;2020;Week 33;23;0;Malta;MT;493559;62,20127685
10;8;2020;Week 33;54;0;Malta;MT;493559;57,74385636
9;8;2020;Week 33;40;0;Malta;MT;493559;49,63945547
8;8;2020;Week 32;50;0;Malta;MT;493559;42,34549466
7;8;2020;Week 32;19;0;Malta;MT;493559;32,62021359
6;8;2020;Week 32;21;0;Malta;MT;493559;28,97323319
5;8;2020;Week 32;16;0;Malta;MT;493559;25,12364277
4;8;2020;Week 32;14;0;Malta;MT;493559;21,88188241
3;8;2020;Week 32;15;0;Malta;MT;493559;19,24795212
2;8;2020;Week 32;18;0;Malta;MT;493559;16,20880178
1;8;2020;Week 31;9;0;Malta;MT;493559;12,76443141
31;7;2020;Week 31;9;0;Malta;MT;493559;10,9409412
30;7;2020;Week 31;13;0;Malta;MT;493559;9,117451
29;7;2020;Week 31;6;0;Malta;MT;493559;6,48352071
28;7;2020;Week 31;1;0;Malta;MT;493559;5,26786058
27;7;2020;Week 31;14;0;Malta;MT;493559;5,06525056
26;7;2020;Week 31;4;0;Malta;MT;493559;2,22871025
25;7;2020;Week 30;2;0;Malta;MT;493559;1,41827016
24;7;2020;Week 30;1;0;Malta;MT;493559;1,01305011
23;7;2020;Week 30;2;0;Malta;MT;493559;1,01305011
22;7;2020;Week 30;0;0;Malta;MT;493559;0,60783007
21;7;2020;Week 30;1;0;Malta;MT;493559;0,81044009
20;7;2020;Week 30;0;0;Malta;MT;493559;0,60783007
19;7;2020;Week 30;1;0;Malta;MT;493559;0,60783007
18;7;2020;Week 29;0;0;Malta;MT;493559;0,40522004
17;7;2020;Week 29;0;0;Malta;MT;493559;0,60783007
16;7;2020;Week 29;0;0;Malta;MT;493559;0,60783007
15;7;2020;Week 29;0;0;Malta;MT;493559;0,81044009
14;7;2020;Week 29;0;0;Malta;MT;493559;0,81044009
13;7;2020;Week 29;0;0;Malta;MT;493559;0,81044009
12;7;2020;Week 29;0;0;Malta;MT;493559;0,81044009
11;7;2020;Week 28;0;0;Malta;MT;493559;0,81044009
10;7;2020;Week 28;1;0;Malta;MT;493559;1,21566013
9;7;2020;Week 28;0;0;Malta;MT;493559;1,62088018
8;7;2020;Week 28;1;0;Malta;MT;493559;1,62088018
7;7;2020;Week 28;0;0;Malta;MT;493559;1,41827016
6;7;2020;Week 28;0;0;Malta;MT;493559;1,41827016
5;7;2020;Week 28;0;0;Malta;MT;493559;1,62088018
4;7;2020;Week 27;1;0;Malta;MT;493559;1,8234902
3;7;2020;Week 27;0;0;Malta;MT;493559;1,62088018
2;7;2020;Week 27;1;0;Malta;MT;493559;1,8234902
1;7;2020;Week 27;0;0;Malta;MT;493559;2,83654031
30;6;2020;Week 27;0;0;Malta;MT;493559;4,05220045
29;6;2020;Week 27;0;0;Malta;MT;493559;4,45742049
28;6;2020;Week 27;0;0;Malta;MT;493559;4,86264054
27;6;2020;Week 26;2;0;Malta;MT;493559;5,06525056
26;6;2020;Week 26;3;0;Malta;MT;493559;5,67308062
25;6;2020;Week 26;0;0;Malta;MT;493559;6,07830067
24;6;2020;Week 26;0;0;Malta;MT;493559;6,68613074
23;6;2020;Week 26;0;0;Malta;MT;493559;7,09135078
22;6;2020;Week 26;1;0;Malta;MT;493559;7,2939608
21;6;2020;Week 26;1;0;Malta;MT;493559;7,49657083
20;6;2020;Week 25;0;0;Malta;MT;493559;7,69918085
19;6;2020;Week 25;1;0;Malta;MT;493559;8,30701091
18;6;2020;Week 25;6;0;Malta;MT;493559;8,10440089
17;6;2020;Week 25;6;0;Malta;MT;493559;7,2939608
16;6;2020;Week 25;2;0;Malta;MT;493559;6,28091069
15;6;2020;Week 25;2;0;Malta;MT;493559;6,07830067
14;6;2020;Week 25;1;0;Malta;MT;493559;5,67308062
13;6;2020;Week 24;5;0;Malta;MT;493559;5,87569065
12;6;2020;Week 24;5;0;Malta;MT;493559;4,86264054
11;6;2020;Week 24;3;0;Malta;MT;493559;4,66003051
10;6;2020;Week 24;2;0;Malta;MT;493559;4,25481047
9;6;2020;Week 24;1;0;Malta;MT;493559;3,84959042
8;6;2020;Week 24;2;0;Malta;MT;493559;3,84959042
7;6;2020;Week 24;2;0;Malta;MT;493559;3,6469804
6;6;2020;Week 23;3;0;Malta;MT;493559;5,06525056
5;6;2020;Week 23;0;0;Malta;MT;493559;4,66003051
4;6;2020;Week 23;2;0;Malta;MT;493559;7,69918085
3;6;2020;Week 23;1;0;Malta;MT;493559;10,33311114
2;6;2020;Week 23;1;0;Malta;MT;493559;12,35921136
1;6;2020;Week 23;0;0;Malta;MT;493559;13,16965145
31;5;2020;Week 23;2;2;Malta;MT;493559;14,58792161
30;5;2020;Week 22;0;0;Malta;MT;493559;17,01924187
29;5;2020;Week 22;4;1;Malta;MT;493559;19,0453421
28;5;2020;Week 22;1;0;Malta;MT;493559;21,07144232
27;5;2020;Week 22;0;0;Malta;MT;493559;21,27405234
26;5;2020;Week 22;1;0;Malta;MT;493559;21,88188241
25;5;2020;Week 22;1;0;Malta;MT;493559;23,09754254
24;5;2020;Week 22;9;0;Malta;MT;493559;24,11059265
23;5;2020;Week 21;1;0;Malta;MT;493559;22,48971248
22;5;2020;Week 21;15;0;Malta;MT;493559;22,89493252
21;5;2020;Week 21;15;0;Malta;MT;493559;20,26100223
20;5;2020;Week 21;11;0;Malta;MT;493559;17,82968196
19;5;2020;Week 21;5;0;Malta;MT;493559;15,80358174
18;5;2020;Week 21;7;0;Malta;MT;493559;15,3983617
17;5;2020;Week 21;14;0;Malta;MT;493559;15,80358174
16;5;2020;Week 20;10;0;Malta;MT;493559;13,16965145
15;5;2020;Week 20;14;0;Malta;MT;493559;11,54877127
14;5;2020;Week 20;2;1;Malta;MT;493559;9,117451
